  16897.000  0.93269E+00  0.92475E+00  0.99148E+00
  16897.020  0.93925E+00  0.92890E+00  0.98897E+00
  16897.039  0.94966E+00  0.93672E+00  0.98637E+00
  16897.061  0.96153E+00  0.94633E+00  0.98419E+00
  16897.080  0.97269E+00  0.95586E+00  0.98269E+00
  16897.100  0.98188E+00  0.96419E+00  0.98198E+00
  16897.119  0.98792E+00  0.97014E+00  0.98200E+00
  16897.141  0.99109E+00  0.97396E+00  0.98272E+00
  16897.160  0.99217E+00  0.97645E+00  0.98415E+00
  16897.180  0.99209E+00  0.97839E+00  0.98620E+00
  16897.199  0.99174E+00  0.98035E+00  0.98851E+00
  16897.221  0.99215E+00  0.98299E+00  0.99077E+00
  16897.240  0.99318E+00  0.98576E+00  0.99252E+00
  16897.260  0.99468E+00  0.98807E+00  0.99336E+00
  16897.279  0.99627E+00  0.98952E+00  0.99323E+00
  16897.301  0.99748E+00  0.98986E+00  0.99236E+00
  16897.320  0.99794E+00  0.98899E+00  0.99102E+00
  16897.340  0.99785E+00  0.98758E+00  0.98971E+00
  16897.359  0.99736E+00  0.98631E+00  0.98891E+00
  16897.381  0.99680E+00  0.98544E+00  0.98861E+00
  16897.400  0.99652E+00  0.98522E+00  0.98866E+00
  16897.420  0.99667E+00  0.98553E+00  0.98882E+00
  16897.439  0.99708E+00  0.98586E+00  0.98875E+00
  16897.461  0.99760E+00  0.98571E+00  0.98808E+00
  16897.480  0.99794E+00  0.98507E+00  0.98710E+00
  16897.500  0.99779E+00  0.98385E+00  0.98602E+00
  16897.520  0.99710E+00  0.98225E+00  0.98511E+00
  16897.539  0.99594E+00  0.98059E+00  0.98459E+00
  16897.561  0.99446E+00  0.97900E+00  0.98445E+00
  16897.580  0.99300E+00  0.97717E+00  0.98406E+00
  16897.600  0.99188E+00  0.97480E+00  0.98278E+00
  16897.619  0.99128E+00  0.97156E+00  0.98010E+00
  16897.641  0.99136E+00  0.96699E+00  0.97542E+00
  16897.660  0.99209E+00  0.96093E+00  0.96859E+00
  16897.680  0.99332E+00  0.95343E+00  0.95984E+00
  16897.699  0.99483E+00  0.94422E+00  0.94913E+00
  16897.721  0.99636E+00  0.93224E+00  0.93564E+00
  16897.740  0.99764E+00  0.91653E+00  0.91870E+00
  16897.760  0.99858E+00  0.89482E+00  0.89609E+00
  16897.779  0.99918E+00  0.86478E+00  0.86549E+00
  16897.801  0.99950E+00  0.82490E+00  0.82531E+00
  16897.820  0.99978E+00  0.77488E+00  0.77505E+00
  16897.840  0.10003E+01  0.71502E+00  0.71480E+00
  16897.859  0.10012E+01  0.64958E+00  0.64881E+00
  16897.881  0.10026E+01  0.58313E+00  0.58163E+00
  16897.900  0.10044E+01  0.52158E+00  0.51929E+00
  16897.920  0.10063E+01  0.47130E+00  0.46836E+00
  16897.939  0.10075E+01  0.43766E+00  0.43439E+00
  16897.961  0.10078E+01  0.42343E+00  0.42017E+00
  16897.980  0.10067E+01  0.43065E+00  0.42776E+00
  16898.000  0.10051E+01  0.45763E+00  0.45533E+00
  16898.020  0.10034E+01  0.50136E+00  0.49966E+00
  16898.039  0.10022E+01  0.55760E+00  0.55637E+00
  16898.061  0.10014E+01  0.62118E+00  0.62029E+00
  16898.080  0.10010E+01  0.68680E+00  0.68608E+00
  16898.100  0.10008E+01  0.75028E+00  0.74971E+00
  16898.119  0.10004E+01  0.80772E+00  0.80742E+00
  16898.141  0.99987E+00  0.85693E+00  0.85704E+00
  16898.160  0.99931E+00  0.89681E+00  0.89743E+00
  16898.180  0.99875E+00  0.92722E+00  0.92838E+00
  16898.199  0.99829E+00  0.94925E+00  0.95088E+00
  16898.221  0.99805E+00  0.96447E+00  0.96635E+00
  16898.240  0.99790E+00  0.97445E+00  0.97650E+00
  16898.260  0.99772E+00  0.98098E+00  0.98322E+00
  16898.279  0.99742E+00  0.98526E+00  0.98781E+00
  16898.301  0.99693E+00  0.98798E+00  0.99102E+00
  16898.320  0.99623E+00  0.98967E+00  0.99342E+00
  16898.340  0.99557E+00  0.99042E+00  0.99483E+00
  16898.359  0.99517E+00  0.99019E+00  0.99500E+00
  16898.381  0.99499E+00  0.98910E+00  0.99407E+00
  16898.400  0.99499E+00  0.98726E+00  0.99223E+00
  16898.420  0.99478E+00  0.98470E+00  0.98987E+00
  16898.439  0.99367E+00  0.98140E+00  0.98765E+00
  16898.461  0.99106E+00  0.97737E+00  0.98618E+00
  16898.480  0.98683E+00  0.97247E+00  0.98544E+00
  16898.500  0.98086E+00  0.96659E+00  0.98545E+00
  16898.520  0.97399E+00  0.96015E+00  0.98578E+00
  16898.539  0.96750E+00  0.95376E+00  0.98580E+00
  16898.561  0.96266E+00  0.94817E+00  0.98495E+00
  16898.580  0.96049E+00  0.94438E+00  0.98323E+00
  16898.600  0.96198E+00  0.94331E+00  0.98060E+00
  16898.619  0.96638E+00  0.94484E+00  0.97771E+00
  16898.641  0.97268E+00  0.94867E+00  0.97532E+00
  16898.660  0.97958E+00  0.95394E+00  0.97382E+00
  16898.680  0.98571E+00  0.95927E+00  0.97317E+00
  16898.699  0.98996E+00  0.96345E+00  0.97323E+00
  16898.721  0.99254E+00  0.96621E+00  0.97348E+00
